X,Y,Height
0,0,0.059
0,1,0.059
0,2,0.059
0,3,0.059
0,4,0.059
0,5,0.059
0,6,0.059
0,7,0.059
0,8,0.059
0,9,0.059
0,10,0.059
0,11,0.059
0,12,0.059
0,13,0.059
0,14,0.059
0,15,0.059
0,16,0.059
0,17,0.059
0,18,0.059
0,19,0.059
0,20,0.059
0,21,0.059
0,22,0.059
0,23,0.059
0,24,0.059
0,25,0.059
0,26,0.059
0,27,0.059
0,28,0.059
0,29,0.059
0,30,0.059
0,31,0.059
0,32,0.059
0,33,0.059
0,34,0.059
0,35,0.059
0,36,0.059
0,37,0.059
0,38,0.059
0,39,0.059
0,40,0.059
0,41,0.059
0,42,0.059
0,43,0.059
0,44,0.059
0,45,0.059
0,46,0.059
0,47,0.059
0,48,0.059
0,49,0.059
0,50,0.059
0,51,0.059
0,52,0.059
0,53,0.059
0,54,0.059
0,55,0.059
0,56,0.059
0,57,0.059
0,58,0.059
0,59,0.059
0,60,0.059
0,61,0.059
0,62,0.059
0,63,0.059
0,64,0.059
0,65,0.059
0,66,0.059
0,67,0.059
0,68,0.059
0,69,0.059
0,70,0.059
0,71,0.059
0,72,0.059
0,73,0.059
0,74,0.059
0,75,0.059
0,76,0.059
0,77,0.059
0,78,0.059
0,79,0.059
0,80,0.059
0,81,0.059
0,82,0.059
0,83,0.059
0,84,0.059
0,85,0.059
0,86,0.059
0,87,0.059
0,88,0.059
0,89,0.059
0,90,0.059
0,91,0.059
0,92,0.059
0,93,0.059
0,94,0.059
0,95,0.059
0,96,0.059
0,97,0.059
0,98,0.059
0,99,0.059
0,100,0.059
0,101,0.059
0,102,0.059
0,103,0.059
0,104,0.059
0,105,0.059
0,106,0.059
0,107,0.059
0,108,0.059
0,109,0.059
0,110,0.059
0,111,0.059
0,112,0.059
0,113,0.059
0,114,0.059
0,115,0.059
0,116,0.059
0,117,0.059
0,118,0.059
0,119,0.059
0,120,0.059
0,121,0.059
0,122,0.059
0,123,0.059
0,124,0.059
0,125,0.059
0,126,0.059
0,127,0.059
0,128,0.059
0,129,0.059
0,130,0.059
0,131,0.059
0,132,0.059
0,133,0.059
0,134,0.059
0,135,0.059
0,136,0.059
0,137,0.059
0,138,0.059
0,139,0.059
0,140,0.059
0,141,0.059
0,142,0.059
0,143,0.059
0,144,0.059
0,145,0.059
0,146,0.059
0,147,0.059
0,148,0.059
0,149,0.059
0,150,0.059
0,151,0.059
0,152,0.059
0,153,0.059
0,154,0.059
0,155,0.059
0,156,0.059
0,157,0.059
0,158,0.059
0,159,0.059
0,160,0.059
0,161,0.059
0,162,0.059
0,163,0.059
0,164,0.059
0,165,0.059
0,166,0.059
0,167,0.059
0,168,0.059
0,169,0.059
0,170,0.059
0,171,0.059
0,172,0.059
0,173,0.059
0,174,0.059
0,175,0.059
0,176,0.059
0,177,0.059
0,178,0.059
0,179,0.059
0,180,0.059
0,181,0.059
0,182,0.059
0,183,0.059
0,184,0.059
0,185,0.059
0,186,0.059
0,187,0.059
0,188,0.059
0,189,0.059
0,190,0.059
0,191,0.059
0,192,0.059
0,193,0.059
0,194,0.059
0,195,0.059
0,196,0.059
0,197,0.059
0,198,0.059
0,199,0.059
0,200,0.059
0,201,0.059
0,202,0.059
0,203,0.059
0,204,0.059
0,205,0.059
0,206,0.059
0,207,0.059
0,208,0.059
0,209,0.059
0,210,0.059
0,211,0.059
0,212,0.059
0,213,0.059
0,214,0.059
0,215,0.059
0,216,0.059
0,217,0.059
0,218,0.059
0,219,0.059
0,220,0.059
0,221,0.059
0,222,0.059
0,223,0.059
0,224,0.059
0,225,0.059
0,226,0.059
0,227,0.059
0,228,0.059
0,229,0.059
0,230,0.059
0,231,0.059
0,232,0.059
0,233,0.059
0,234,0.059
0,235,0.059
0,236,0.059
0,237,0.059
0,238,0.059
0,239,0.059
0,240,0.059
0,241,0.059
0,242,0.059
0,243,0.059
0,244,0.059
0,245,0.059
0,246,0.059
0,247,0.059
0,248,0.059
0,249,0.059
0,250,0.059
0,251,0.059
0,252,0.059
0,253,0.059
0,254,0.000
0,255,0.000
1,0,0.059
1,1,0.059
1,2,0.059
1,3,0.059
1,4,0.059
1,5,0.059
1,6,0.059
1,7,0.059
1,8,0.059
1,9,0.059
1,10,0.059
1,11,0.059
1,12,0.059
1,13,0.059
1,14,0.059
1,15,0.059
1,16,0.059
1,17,0.059
1,18,0.059
1,19,0.059
1,20,0.059
1,21,0.059
1,22,0.059
1,23,0.059
1,24,0.059
1,25,0.059
1,26,0.059
1,27,0.059
1,28,0.059
1,29,0.059
1,30,0.059
1,31,0.059
1,32,0.059
1,33,0.059
1,34,0.059
1,35,0.059
1,36,0.059
1,37,0.059
1,38,0.059
1,39,0.059
1,40,0.059
1,41,0.059
1,42,0.059
1,43,0.059
1,44,0.059
1,45,0.059
1,46,0.059
1,47,0.059
1,48,0.059
1,49,0.059
1,50,0.059
1,51,0.059
1,52,0.059
1,53,0.059
1,54,0.059
1,55,0.059
1,56,0.059
1,57,0.059
1,58,0.059
1,59,0.059
1,60,0.059
1,61,0.059
1,62,0.059
1,63,0.059
1,64,0.059
1,65,0.059
1,66,0.059
1,67,0.059
1,68,0.059
1,69,0.059
1,70,0.059
1,71,0.059
1,72,0.059
1,73,0.059
1,74,0.059
1,75,0.059
1,76,0.059
1,77,0.059
1,78,0.059
1,79,0.059
1,80,0.059
1,81,0.059
1,82,0.059
1,83,0.059
1,84,0.059
1,85,0.059
1,86,0.059
1,87,0.059
1,88,0.059
1,89,0.059
1,90,0.059
1,91,0.059
1,92,0.059
1,93,0.059
1,94,0.059
1,95,0.059
1,96,0.059
1,97,0.059
1,98,0.059
1,99,0.059
1,100,0.059
1,101,0.059
1,102,0.059
1,103,0.059
1,104,0.059
1,105,0.059
1,106,0.059
1,107,0.059
1,108,0.059
1,109,0.059
1,110,0.059
1,111,0.059
1,112,0.059
1,113,0.059
1,114,0.059
1,115,0.059
1,116,0.059
1,117,0.059
1,118,0.059
1,119,0.059
1,120,0.059
1,121,0.059
1,122,0.059
1,123,0.059
1,124,0.059
1,125,0.059
1,126,0.059
1,127,0.059
1,128,0.059
1,129,0.059
1,130,0.059
1,131,0.059
1,132,0.059
1,133,0.059
1,134,0.059
1,135,0.059
1,136,0.059
1,137,0.059
1,138,0.059
1,139,0.059
1,140,0.059
1,141,0.059
1,142,0.059
1,143,0.059
1,144,0.059
1,145,0.059
1,146,0.059
1,147,0.059
1,148,0.059
1,149,0.059
1,150,0.059
1,151,0.059
1,152,0.059
1,153,0.059
1,154,0.059
1,155,0.059
1,156,0.059
1,157,0.059
1,158,0.059
1,159,0.059
1,160,0.059
1,161,0.059
1,162,0.059
1,163,0.059
1,164,0.059
1,165,0.059
1,166,0.059
1,167,0.059
1,168,0.059
1,169,0.059
1,170,0.059
1,171,0.059
1,172,0.059
1,173,0.059
1,174,0.059
1,175,0.059
1,176,0.059
1,177,0.059
1,178,0.059
1,179,0.059
1,180,0.059
1,181,0.059
